"NEGERI","year","week","No_of_dengue_case"
"PAHANG",2015," 42",NA
"TERENGGANU",2015," 42",NA
"KELANTAN",2015," 42",NA
"SARAWAK",2015," 42",NA
"SABAH",2015," 42",NA
"LABUAN",2015," 42",NA
"MALAYSIA",2015," 42","0"
"PERLIS",2010," 43","6"
"KEDAH",2010," 43","17"
"PULAU PINANG",2010," 43","41"
"PERAK",2010," 43","51"
"SELANGOR",2010," 43","246"
"WPKL/PUTRAJAYA",2010," 43","74"
"N.SEMBILAN",2010," 43","9"
"MELAKA",2010," 43","53"
"JOHOR",2010," 43","123"
"PAHANG",2010," 43","36"
"TERENGGANU",2010," 43","38"
"KELANTAN",2010," 43","54"
"SARAWAK",2010," 43","42"
"SABAH",2010," 43","17"
"LABUAN",2010," 43","0"
"MALAYSIA",2010," 43","807"
"PERLIS",2011," 43","3"
"KEDAH",2011," 43","19"
"PULAU PINANG",2011," 43","10"
"PERAK",2011," 43","40"
"SELANGOR",2011," 43","140"
"WPKL/PUTRAJAYA",2011," 43","62"
"N.SEMBILAN",2011," 43","12"
"MELAKA",2011," 43","13"
"JOHOR",2011," 43","28"
"PAHANG",2011," 43","18"
"TERENGGANU",2011," 43","17"
"KELANTAN",2011," 43","13"
"SARAWAK",2011," 43","27"
"SABAH",2011," 43","5"
"LABUAN",2011," 43","0"
"MALAYSIA",2011," 43","407"
"PERLIS",2012," 43","2"
"KEDAH",2012," 43","13"
"PULAU PINANG",2012," 43","17"
"PERAK",2012," 43","26"
"SELANGOR",2012," 43","136"
"WPKL/PUTRAJAYA",2012," 43","20"
"N.SEMBILAN",2012," 43","17"
"MELAKA",2012," 43","4"
"JOHOR",2012," 43","33"
"PAHANG",2012," 43","12"
"TERENGGANU",2012," 43","17"
"KELANTAN",2012," 43","22"
"SARAWAK",2012," 43","49"
"SABAH",2012," 43","22"
"LABUAN",2012," 43","0"
"MALAYSIA",2012," 43","390"
"PERLIS",2013," 43","5"
"KEDAH",2013," 43","14"
"PULAU PINANG",2013," 43","26"
"PERAK",2013," 43","64"
"SELANGOR",2013," 43","1142"
"WPKL/PUTRAJAYA",2013," 43","60"
"N.SEMBILAN",2013," 43","28"
"MELAKA",2013," 43","71"
"JOHOR",2013," 43","167"
"PAHANG",2013," 43","21"
"TERENGGANU",2013," 43","12"
"KELANTAN",2013," 43","33"
"SARAWAK",2013," 43","18"
"SABAH",2013," 43","18"
"LABUAN",2013," 43","1"
"MALAYSIA",2013," 43","1680"
"PERLIS",2014," 43","9"
"KEDAH",2014," 43","10"
"PULAU PINANG",2014," 43","87"
"PERAK",2014," 43","115"
"SELANGOR",2014," 43","1008"
"WPKL/PUTRAJAYA",2014," 43","144"
"N.SEMBILAN",2014," 43","37"
"MELAKA",2014," 43","59"
"JOHOR",2014," 43","123"
"PAHANG",2014," 43","40"
"TERENGGANU",2014," 43","61"
"KELANTAN",2014," 43","130"
"SARAWAK",2014," 43","87"
"SABAH",2014," 43","34"
"LABUAN",2014," 43","0"
"MALAYSIA",2014," 43","1944"
"PERLIS",2015," 43",NA
"KEDAH",2015," 43",NA
"PULAU PINANG",2015," 43",NA
"PERAK",2015," 43",NA
"SELANGOR",2015," 43",NA
"WPKL/PUTRAJAYA",2015," 43",NA
"N.SEMBILAN",2015," 43",NA
"MELAKA",2015," 43",NA
"JOHOR",2015," 43",NA
"PAHANG",2015," 43",NA
"TERENGGANU",2015," 43",NA
"KELANTAN",2015," 43",NA
"SARAWAK",2015," 43",NA
"SABAH",2015," 43",NA
"LABUAN",2015," 43",NA
"MALAYSIA",2015," 43","0"
"PERLIS",2010," 44","0"
"KEDAH",2010," 44","6"
"PULAU PINANG",2010," 44","31"
"PERAK",2010," 44","39"
"SELANGOR",2010," 44","198"
"WPKL/PUTRAJAYA",2010," 44","71"
"N.SEMBILAN",2010," 44","9"
"MELAKA",2010," 44","42"
"JOHOR",2010," 44","77"
"PAHANG",2010," 44","37"
"TERENGGANU",2010," 44","46"
"KELANTAN",2010," 44","38"
"SARAWAK",2010," 44","57"
"SABAH",2010," 44","29"
"LABUAN",2010," 44","1"
"MALAYSIA",2010," 44","681"
"PERLIS",2011," 44","2"
"KEDAH",2011," 44","14"
"PULAU PINANG",2011," 44","13"
"PERAK",2011," 44","30"
"SELANGOR",2011," 44","145"
"WPKL/PUTRAJAYA",2011," 44","46"
"N.SEMBILAN",2011," 44","18"
"MELAKA",2011," 44","7"
"JOHOR",2011," 44","24"
"PAHANG",2011," 44","20"
"TERENGGANU",2011," 44","16"
"KELANTAN",2011," 44","9"
"SARAWAK",2011," 44","17"
"SABAH",2011," 44","5"
"LABUAN",2011," 44","0"
"MALAYSIA",2011," 44","366"
"PERLIS",2012," 44","2"
"KEDAH",2012," 44","10"
"PULAU PINANG",2012," 44","17"
"PERAK",2012," 44","37"
"SELANGOR",2012," 44","163"
"WPKL/PUTRAJAYA",2012," 44","26"
"N.SEMBILAN",2012," 44","10"
"MELAKA",2012," 44","4"
"JOHOR",2012," 44","24"
"PAHANG",2012," 44","17"
"TERENGGANU",2012," 44","9"
"KELANTAN",2012," 44","26"
"SARAWAK",2012," 44","48"
"SABAH",2012," 44","27"
"LABUAN",2012," 44","1"
"MALAYSIA",2012," 44","421"
"PERLIS",2013," 44","1"
"KEDAH",2013," 44","16"
"PULAU PINANG",2013," 44","45"
"PERAK",2013," 44","81"
"SELANGOR",2013," 44","991"
"WPKL/PUTRAJAYA",2013," 44","63"
"N.SEMBILAN",2013," 44","32"
"MELAKA",2013," 44","65"
"JOHOR",2013," 44","152"
"PAHANG",2013," 44","24"
"TERENGGANU",2013," 44","15"
"KELANTAN",2013," 44","29"
"SARAWAK",2013," 44","18"
"SABAH",2013," 44","15"
"LABUAN",2013," 44","0"
"MALAYSIA",2013," 44","1547"
"PERLIS",2014," 44","7"
"KEDAH",2014," 44","25"
"PULAU PINANG",2014," 44","84"
"PERAK",2014," 44","111"
"SELANGOR",2014," 44","1130"
"WPKL/PUTRAJAYA",2014," 44","111"
"N.SEMBILAN",2014," 44","48"
"MELAKA",2014," 44","58"
"JOHOR",2014," 44","183"
"PAHANG",2014," 44","60"
"TERENGGANU",2014," 44","51"
"KELANTAN",2014," 44","93"
"SARAWAK",2014," 44","90"
"SABAH",2014," 44","32"
"LABUAN",2014," 44","0"
"MALAYSIA",2014," 44","2083"
"PERLIS",2015," 44",NA
"KEDAH",2015," 44",NA
"PULAU PINANG",2015," 44",NA
"PERAK",2015," 44",NA
"SELANGOR",2015," 44",NA
"WPKL/PUTRAJAYA",2015," 44",NA
"N.SEMBILAN",2015," 44",NA
"MELAKA",2015," 44",NA
"JOHOR",2015," 44",NA
"PAHANG",2015," 44",NA
"TERENGGANU",2015," 44",NA
"KELANTAN",2015," 44",NA
"SARAWAK",2015," 44",NA
"SABAH",2015," 44",NA
"LABUAN",2015," 44",NA
"MALAYSIA",2015," 44","0"
"PERLIS",2010," 45","6"
"KEDAH",2010," 45","11"
"PULAU PINANG",2010," 45","43"
"PERAK",2010," 45","36"
"SELANGOR",2010," 45","217"
"WPKL/PUTRAJAYA",2010," 45","61"
"N.SEMBILAN",2010," 45","10"
"MELAKA",2010," 45","39"
"JOHOR",2010," 45","86"
"PAHANG",2010," 45","35"
"TERENGGANU",2010," 45","34"
"KELANTAN",2010," 45","36"
"SARAWAK",2010," 45","48"
"SABAH",2010," 45","22"
"LABUAN",2010," 45","0"
"MALAYSIA",2010," 45","684"
"PERLIS",2011," 45","1"
"KEDAH",2011," 45","8"
"PULAU PINANG",2011," 45","16"
"PERAK",2011," 45","35"
"SELANGOR",2011," 45","150"
"WPKL/PUTRAJAYA",2011," 45","48"
"N.SEMBILAN",2011," 45","11"
"MELAKA",2011," 45","7"
"JOHOR",2011," 45","16"
"PAHANG",2011," 45","18"
"TERENGGANU",2011," 45","9"
"KELANTAN",2011," 45","20"
"SARAWAK",2011," 45","21"
"SABAH",2011," 45","7"
"LABUAN",2011," 45","0"
"MALAYSIA",2011," 45","367"
"PERLIS",2012," 45","2"
"KEDAH",2012," 45","17"
"PULAU PINANG",2012," 45","18"
"PERAK",2012," 45","32"
"SELANGOR",2012," 45","139"
"WPKL/PUTRAJAYA",2012," 45","30"
"N.SEMBILAN",2012," 45","11"
"MELAKA",2012," 45","6"
"JOHOR",2012," 45","16"
"PAHANG",2012," 45","12"
"TERENGGANU",2012," 45","14"
"KELANTAN",2012," 45","33"
"SARAWAK",2012," 45","53"
"SABAH",2012," 45","28"
"LABUAN",2012," 45","0"
"MALAYSIA",2012," 45","411"
"PERLIS",2013," 45","6"
"KEDAH",2013," 45","17"
"PULAU PINANG",2013," 45","29"
"PERAK",2013," 45","70"
"SELANGOR",2013," 45","872"
"WPKL/PUTRAJAYA",2013," 45","97"
"N.SEMBILAN",2013," 45","38"
"MELAKA",2013," 45","55"
"JOHOR",2013," 45","155"
"PAHANG",2013," 45","17"
"TERENGGANU",2013," 45","17"
"KELANTAN",2013," 45","15"
"SARAWAK",2013," 45","21"
"SABAH",2013," 45","7"
"LABUAN",2013," 45","0"
"MALAYSIA",2013," 45","1416"
"PERLIS",2014," 45","10"
"KEDAH",2014," 45","13"
"PULAU PINANG",2014," 45","105"
"PERAK",2014," 45","130"
"SELANGOR",2014," 45","1120"
"WPKL/PUTRAJAYA",2014," 45","109"
"N.SEMBILAN",2014," 45","31"
"MELAKA",2014," 45","75"
"JOHOR",2014," 45","144"
"PAHANG",2014," 45","55"
"TERENGGANU",2014," 45","53"
"KELANTAN",2014," 45","88"
"SARAWAK",2014," 45","75"
"SABAH",2014," 45","33"
"LABUAN",2014," 45","0"
"MALAYSIA",2014," 45","2041"
"PERLIS",2015," 45",NA
"KEDAH",2015," 45",NA
"PULAU PINANG",2015," 45",NA
"PERAK",2015," 45",NA
"SELANGOR",2015," 45",NA
"WPKL/PUTRAJAYA",2015," 45",NA
"N.SEMBILAN",2015," 45",NA
"MELAKA",2015," 45",NA
"JOHOR",2015," 45",NA
"PAHANG",2015," 45",NA
"TERENGGANU",2015," 45",NA
"KELANTAN",2015," 45",NA
"SARAWAK",2015," 45",NA
"SABAH",2015," 45",NA
"LABUAN",2015," 45",NA
"MALAYSIA",2015," 45","0"
"PERLIS",2010," 46","6"
"KEDAH",2010," 46","10"
"PULAU PINANG",2010," 46","43"
"PERAK",2010," 46","28"
"SELANGOR",2010," 46","167"
"WPKL/PUTRAJAYA",2010," 46","45"
"N.SEMBILAN",2010," 46","9"
"MELAKA",2010," 46","40"
"JOHOR",2010," 46","72"
"PAHANG",2010," 46","47"
"TERENGGANU",2010," 46","24"
"KELANTAN",2010," 46","29"
"SARAWAK",2010," 46","49"
"SABAH",2010," 46","21"
"LABUAN",2010," 46","0"
"MALAYSIA",2010," 46","590"
"PERLIS",2011," 46","4"
"KEDAH",2011," 46","20"
"PULAU PINANG",2011," 46","20"
"PERAK",2011," 46","42"
"SELANGOR",2011," 46","160"
"WPKL/PUTRAJAYA",2011," 46","55"
"N.SEMBILAN",2011," 46","14"
"MELAKA",2011," 46","13"
"JOHOR",2011," 46","24"
"PAHANG",2011," 46","12"
"TERENGGANU",2011," 46","16"
"KELANTAN",2011," 46","17"
"SARAWAK",2011," 46","12"
"SABAH",2011," 46","6"
"LABUAN",2011," 46","2"
"MALAYSIA",2011," 46","417"
"PERLIS",2012," 46","6"
"KEDAH",2012," 46","14"
"PULAU PINANG",2012," 46","13"
"PERAK",2012," 46","31"
"SELANGOR",2012," 46","144"
"WPKL/PUTRAJAYA",2012," 46","14"
"N.SEMBILAN",2012," 46","6"
"MELAKA",2012," 46","6"
"JOHOR",2012," 46","20"
"PAHANG",2012," 46","8"
"TERENGGANU",2012," 46","9"
"KELANTAN",2012," 46","16"
"SARAWAK",2012," 46","49"
"SABAH",2012," 46","14"
"LABUAN",2012," 46","0"
"MALAYSIA",2012," 46","350"
"PERLIS",2013," 46","5"
"KEDAH",2013," 46","17"
"PULAU PINANG",2013," 46","53"
"PERAK",2013," 46","56"
"SELANGOR",2013," 46","1012"
"WPKL/PUTRAJAYA",2013," 46","88"
"N.SEMBILAN",2013," 46","38"
"MELAKA",2013," 46","51"
"JOHOR",2013," 46","153"
"PAHANG",2013," 46","27"
"TERENGGANU",2013," 46","24"
"KELANTAN",2013," 46","31"
"SARAWAK",2013," 46","21"
"SABAH",2013," 46","15"
"LABUAN",2013," 46","1"
"MALAYSIA",2013," 46","1592"
"PERLIS",2014," 46","11"
"KEDAH",2014," 46","28"
"PULAU PINANG",2014," 46","102"
"PERAK",2014," 46","237"
"SELANGOR",2014," 46","1137"
"WPKL/PUTRAJAYA",2014," 46","102"
"N.SEMBILAN",2014," 46","26"
"MELAKA",2014," 46","69"
"JOHOR",2014," 46","155"
"PAHANG",2014," 46","77"
"TERENGGANU",2014," 46","47"
"KELANTAN",2014," 46","100"
"SARAWAK",2014," 46","80"
"SABAH",2014," 46","25"
"LABUAN",2014," 46","0"
"MALAYSIA",2014," 46","2196"
"PERLIS",2015," 46",NA
"KEDAH",2015," 46",NA
"PULAU PINANG",2015," 46",NA
"PERAK",2015," 46",NA
"SELANGOR",2015," 46",NA
"WPKL/PUTRAJAYA",2015," 46",NA
"N.SEMBILAN",2015," 46",NA
"MELAKA",2015," 46",NA
"JOHOR",2015," 46",NA
"PAHANG",2015," 46",NA
"TERENGGANU",2015," 46",NA
"KELANTAN",2015," 46",NA
"SARAWAK",2015," 46",NA
"SABAH",2015," 46",NA
"LABUAN",2015," 46",NA
"MALAYSIA",2015," 46","0"
"PERLIS",2010," 47","4"
"KEDAH",2010," 47","10"
"PULAU PINANG",2010," 47","52"
"PERAK",2010," 47","27"
"SELANGOR",2010," 47","178"
"WPKL/PUTRAJAYA",2010," 47","61"
"N.SEMBILAN",2010," 47","12"
"MELAKA",2010," 47","32"
"JOHOR",2010," 47","70"
"PAHANG",2010," 47","58"
"TERENGGANU",2010," 47","28"
"KELANTAN",2010," 47","28"
"SARAWAK",2010," 47","40"
"SABAH",2010," 47","29"
"LABUAN",2010," 47","0"
"MALAYSIA",2010," 47","629"
"PERLIS",2011," 47","2"
"KEDAH",2011," 47","11"
"PULAU PINANG",2011," 47","18"
"PERAK",2011," 47","50"
"SELANGOR",2011," 47","181"
"WPKL/PUTRAJAYA",2011," 47","56"
"N.SEMBILAN",2011," 47","13"
"MELAKA",2011," 47","14"
"JOHOR",2011," 47","34"
"PAHANG",2011," 47","14"
"TERENGGANU",2011," 47","15"
"KELANTAN",2011," 47","9"
"SARAWAK",2011," 47","14"
"SABAH",2011," 47","6"
"LABUAN",2011," 47","0"
"MALAYSIA",2011," 47","437"
"PERLIS",2012," 47","2"
"KEDAH",2012," 47","12"
"PULAU PINANG",2012," 47","14"
"PERAK",2012," 47","32"
"SELANGOR",2012," 47","159"
"WPKL/PUTRAJAYA",2012," 47","27"
"N.SEMBILAN",2012," 47","12"
"MELAKA",2012," 47","7"
"JOHOR",2012," 47","33"
"PAHANG",2012," 47","13"
"TERENGGANU",2012," 47","6"
"KELANTAN",2012," 47","27"
"SARAWAK",2012," 47","49"
"SABAH",2012," 47","22"
"LABUAN",2012," 47","0"
"MALAYSIA",2012," 47","415"
"PERLIS",2013," 47","3"
"KEDAH",2013," 47","11"
"PULAU PINANG",2013," 47","44"
"PERAK",2013," 47","93"
"SELANGOR",2013," 47","979"
"WPKL/PUTRAJAYA",2013," 47","77"
"N.SEMBILAN",2013," 47","73"
"MELAKA",2013," 47","75"
"JOHOR",2013," 47","157"
"PAHANG",2013," 47","20"
"TERENGGANU",2013," 47","22"
"KELANTAN",2013," 47","26"
"SARAWAK",2013," 47","32"
"SABAH",2013," 47","14"
"LABUAN",2013," 47","0"
"MALAYSIA",2013," 47","1626"
"PERLIS",2014," 47","10"
"KEDAH",2014," 47","17"
"PULAU PINANG",2014," 47","121"
"PERAK",2014," 47","245"
"SELANGOR",2014," 47","1281"
"WPKL/PUTRAJAYA",2014," 47","136"
"N.SEMBILAN",2014," 47","90"
"MELAKA",2014," 47","62"
"JOHOR",2014," 47","128"
"PAHANG",2014," 47","65"
"TERENGGANU",2014," 47","35"
"KELANTAN",2014," 47","88"
"SARAWAK",2014," 47","95"
"SABAH",2014," 47","27"
"LABUAN",2014," 47","0"
"MALAYSIA",2014," 47","2400"
"PERLIS",2015," 47",NA
"KEDAH",2015," 47",NA
"PULAU PINANG",2015," 47",NA
"PERAK",2015," 47",NA
"SELANGOR",2015," 47",NA
"WPKL/PUTRAJAYA",2015," 47",NA
"N.SEMBILAN",2015," 47",NA
"MELAKA",2015," 47",NA
"JOHOR",2015," 47",NA
"PAHANG",2015," 47",NA
"TERENGGANU",2015," 47",NA
"KELANTAN",2015," 47",NA
"SARAWAK",2015," 47",NA
"SABAH",2015," 47",NA
"LABUAN",2015," 47",NA
"MALAYSIA",2015," 47","0"
"PERLIS",2010," 48","2"
"KEDAH",2010," 48","18"
"PULAU PINANG",2010," 48","38"
"PERAK",2010," 48","30"
"SELANGOR",2010," 48","186"
"WPKL/PUTRAJAYA",2010," 48","43"
"N.SEMBILAN",2010," 48","8"
"MELAKA",2010," 48","31"
"JOHOR",2010," 48","56"
"PAHANG",2010," 48","48"
"TERENGGANU",2010," 48","29"
"KELANTAN",2010," 48","44"
"SARAWAK",2010," 48","49"
"SABAH",2010," 48","18"
"LABUAN",2010," 48","0"
"MALAYSIA",2010," 48","600"
"PERLIS",2011," 48","1"
"KEDAH",2011," 48","15"
"PULAU PINANG",2011," 48","21"
"PERAK",2011," 48","27"
"SELANGOR",2011," 48","163"
"WPKL/PUTRAJAYA",2011," 48","32"
"N.SEMBILAN",2011," 48","9"
"MELAKA",2011," 48","12"
"JOHOR",2011," 48","26"
"PAHANG",2011," 48","13"
"TERENGGANU",2011," 48","17"
"KELANTAN",2011," 48","4"
"SARAWAK",2011," 48","13"
"SABAH",2011," 48","5"
"LABUAN",2011," 48","0"
"MALAYSIA",2011," 48","358"
"PERLIS",2012," 48","5"
"KEDAH",2012," 48","16"
"PULAU PINANG",2012," 48","13"
"PERAK",2012," 48","25"
"SELANGOR",2012," 48","168"
"WPKL/PUTRAJAYA",2012," 48","36"
"N.SEMBILAN",2012," 48","14"
"MELAKA",2012," 48","8"
"JOHOR",2012," 48","52"
"PAHANG",2012," 48","10"
"TERENGGANU",2012," 48","8"
"KELANTAN",2012," 48","32"
"SARAWAK",2012," 48","59"
"SABAH",2012," 48","30"
"LABUAN",2012," 48","0"
"MALAYSIA",2012," 48","476"
"PERLIS",2013," 48","4"
"KEDAH",2013," 48","13"
"PULAU PINANG",2013," 48","35"
"PERAK",2013," 48","113"
"SELANGOR",2013," 48","984"
"WPKL/PUTRAJAYA",2013," 48","62"
"N.SEMBILAN",2013," 48","74"
"MELAKA",2013," 48","75"
"JOHOR",2013," 48","158"
"PAHANG",2013," 48","26"
"TERENGGANU",2013," 48","19"
"KELANTAN",2013," 48","31"
"SARAWAK",2013," 48","26"
"SABAH",2013," 48","13"
"LABUAN",2013," 48","0"
"MALAYSIA",2013," 48","1633"
"PERLIS",2014," 48","13"
"KEDAH",2014," 48","13"
"PULAU PINANG",2014," 48","109"
"PERAK",2014," 48","382"
"SELANGOR",2014," 48","1154"
"WPKL/PUTRAJAYA",2014," 48","103"
"N.SEMBILAN",2014," 48","69"
"MELAKA",2014," 48","37"
"JOHOR",2014," 48","129"
"PAHANG",2014," 48","49"
"TERENGGANU",2014," 48","41"
"KELANTAN",2014," 48","78"
"SARAWAK",2014," 48","76"
"SABAH",2014," 48","38"
"LABUAN",2014," 48","0"
"MALAYSIA",2014," 48","2291"
"PERLIS",2015," 48",NA
"KEDAH",2015," 48",NA
"PULAU PINANG",2015," 48",NA
"PERAK",2015," 48",NA
"SELANGOR",2015," 48",NA
"WPKL/PUTRAJAYA",2015," 48",NA
"N.SEMBILAN",2015," 48",NA
"MELAKA",2015," 48",NA
"JOHOR",2015," 48",NA
"PAHANG",2015," 48",NA
"TERENGGANU",2015," 48",NA
"KELANTAN",2015," 48",NA
"SARAWAK",2015," 48",NA
"SABAH",2015," 48",NA
"LABUAN",2015," 48",NA
"MALAYSIA",2015," 48","0"
"PERLIS",2010," 49","2"
"KEDAH",2010," 49","22"
"PULAU PINANG",2010," 49","42"
"PERAK",2010," 49","20"
"SELANGOR",2010," 49","132"
"WPKL/PUTRAJAYA",2010," 49","28"
"N.SEMBILAN",2010," 49","9"
"MELAKA",2010," 49","28"
"JOHOR",2010," 49","65"
"PAHANG",2010," 49","46"
"TERENGGANU",2010," 49","30"
"KELANTAN",2010," 49","20"
"SARAWAK",2010," 49","38"
"SABAH",2010," 49","15"
"LABUAN",2010," 49","1"
"MALAYSIA",2010," 49","498"
"PERLIS",2011," 49","1"
"KEDAH",2011," 49","17"
"PULAU PINANG",2011," 49","26"
"PERAK",2011," 49","44"
"SELANGOR",2011," 49","201"
"WPKL/PUTRAJAYA",2011," 49","47"
"N.SEMBILAN",2011," 49","12"
"MELAKA",2011," 49","16"
"JOHOR",2011," 49","27"
"PAHANG",2011," 49","20"
"TERENGGANU",2011," 49","13"
"KELANTAN",2011," 49","30"
"SARAWAK",2011," 49","21"
"SABAH",2011," 49","11"
"LABUAN",2011," 49","0"
"MALAYSIA",2011," 49","486"
"PERLIS",2012," 49","3"
"KEDAH",2012," 49","19"
"PULAU PINANG",2012," 49","17"
"PERAK",2012," 49","34"
"SELANGOR",2012," 49","207"
"WPKL/PUTRAJAYA",2012," 49","33"
"N.SEMBILAN",2012," 49","15"
"MELAKA",2012," 49","9"
"JOHOR",2012," 49","28"
"PAHANG",2012," 49","8"
"TERENGGANU",2012," 49","11"
"KELANTAN",2012," 49","24"
"SARAWAK",2012," 49","40"
"SABAH",2012," 49","19"
"LABUAN",2012," 49","0"
"MALAYSIA",2012," 49","467"
"PERLIS",2013," 49","7"
"KEDAH",2013," 49","21"
"PULAU PINANG",2013," 49","27"
"PERAK",2013," 49","108"
"SELANGOR",2013," 49","1072"
"WPKL/PUTRAJAYA",2013," 49","62"
"N.SEMBILAN",2013," 49","40"
"MELAKA",2013," 49","53"
"JOHOR",2013," 49","159"
"PAHANG",2013," 49","23"
"TERENGGANU",2013," 49","24"
"KELANTAN",2013," 49","26"
"SARAWAK",2013," 49","29"
"SABAH",2013," 49","23"
"LABUAN",2013," 49","3"
"MALAYSIA",2013," 49","1677"
"PERLIS",2014," 49","15"
"KEDAH",2014," 49","9"
"PULAU PINANG",2014," 49","129"
"PERAK",2014," 49","290"
"SELANGOR",2014," 49","1299"
"WPKL/PUTRAJAYA",2014," 49","145"
"N.SEMBILAN",2014," 49","48"
"MELAKA",2014," 49","36"
"JOHOR",2014," 49","144"
"PAHANG",2014," 49","76"
"TERENGGANU",2014," 49","37"
"KELANTAN",2014," 49","82"
"SARAWAK",2014," 49","89"
"SABAH",2014," 49","36"
"LABUAN",2014," 49","0"
"MALAYSIA",2014," 49","2435"
"PERLIS",2015," 49",NA
"KEDAH",2015," 49",NA
"PULAU PINANG",2015," 49",NA
"PERAK",2015," 49",NA
"SELANGOR",2015," 49",NA
"WPKL/PUTRAJAYA",2015," 49",NA
"N.SEMBILAN",2015," 49",NA
"MELAKA",2015," 49",NA
"JOHOR",2015," 49",NA
"PAHANG",2015," 49",NA
"TERENGGANU",2015," 49",NA
"KELANTAN",2015," 49",NA
"SARAWAK",2015," 49",NA
"SABAH",2015," 49",NA
"LABUAN",2015," 49",NA
"MALAYSIA",2015," 49","0"
"PERLIS",2010," 50","4"
"KEDAH",2010," 50","13"
"PULAU PINANG",2010," 50","58"
"PERAK",2010," 50","36"
"SELANGOR",2010," 50","139"
"WPKL/PUTRAJAYA",2010," 50","47"
"N.SEMBILAN",2010," 50","6"
"MELAKA",2010," 50","17"
"JOHOR",2010," 50","58"
"PAHANG",2010," 50","51"
"TERENGGANU",2010," 50","18"
"KELANTAN",2010," 50","28"
"SARAWAK",2010," 50","29"
"SABAH",2010," 50","19"
"LABUAN",2010," 50","1"
"MALAYSIA",2010," 50","524"
"PERLIS",2011," 50","1"
"KEDAH",2011," 50","19"
"PULAU PINANG",2011," 50","23"
"PERAK",2011," 50","62"
"SELANGOR",2011," 50","234"
"WPKL/PUTRAJAYA",2011," 50","49"
"N.SEMBILAN",2011," 50","12"
"MELAKA",2011," 50","15"
"JOHOR",2011," 50","28"
"PAHANG",2011," 50","14"
"TERENGGANU",2011," 50","17"
"KELANTAN",2011," 50","14"
"SARAWAK",2011," 50","29"
"SABAH",2011," 50","5"
"LABUAN",2011," 50","0"
"MALAYSIA",2011," 50","522"
"PERLIS",2012," 50","5"
"KEDAH",2012," 50","17"
"PULAU PINANG",2012," 50","16"
"PERAK",2012," 50","41"
"SELANGOR",2012," 50","211"
"WPKL/PUTRAJAYA",2012," 50","45"
"N.SEMBILAN",2012," 50","13"
"MELAKA",2012," 50","8"
"JOHOR",2012," 50","40"
"PAHANG",2012," 50","16"
"TERENGGANU",2012," 50","13"
"KELANTAN",2012," 50","27"
"SARAWAK",2012," 50","63"
"SABAH",2012," 50","21"
"LABUAN",2012," 50","0"
"MALAYSIA",2012," 50","536"
"PERLIS",2013," 50","1"
"KEDAH",2013," 50","18"
"PULAU PINANG",2013," 50","36"
"PERAK",2013," 50","108"
"SELANGOR",2013," 50","929"
"WPKL/PUTRAJAYA",2013," 50","77"
"N.SEMBILAN",2013," 50","85"
"MELAKA",2013," 50","62"
"JOHOR",2013," 50","109"
"PAHANG",2013," 50","17"
"TERENGGANU",2013," 50","22"
"KELANTAN",2013," 50","25"
"SARAWAK",2013," 50","17"
"SABAH",2013," 50","18"
"LABUAN",2013," 50","0"
"MALAYSIA",2013," 50","1524"
"PERLIS",2014," 50","16"
"KEDAH",2014," 50","16"
"PULAU PINANG",2014," 50","155"
"PERAK",2014," 50","290"
"SELANGOR",2014," 50","1333"
"WPKL/PUTRAJAYA",2014," 50","132"
"N.SEMBILAN",2014," 50","69"
"MELAKA",2014," 50","56"
"JOHOR",2014," 50","122"
"PAHANG",2014," 50","83"
"TERENGGANU",2014," 50","47"
"KELANTAN",2014," 50","75"
"SARAWAK",2014," 50","99"
"SABAH",2014," 50","40"
"LABUAN",2014," 50","0"
"MALAYSIA",2014," 50","2533"
"PERLIS",2015," 50",NA
"KEDAH",2015," 50",NA
"PULAU PINANG",2015," 50",NA
"PERAK",2015," 50",NA
"SELANGOR",2015," 50",NA
"WPKL/PUTRAJAYA",2015," 50",NA
"N.SEMBILAN",2015," 50",NA
"MELAKA",2015," 50",NA
"JOHOR",2015," 50",NA
"PAHANG",2015," 50",NA
"TERENGGANU",2015," 50",NA
"KELANTAN",2015," 50",NA
"SARAWAK",2015," 50",NA
"SABAH",2015," 50",NA
"LABUAN",2015," 50",NA
"MALAYSIA",2015," 50","0"
"PERLIS",2010," 51","4"
"KEDAH",2010," 51","9"
"PULAU PINANG",2010," 51","42"
"PERAK",2010," 51","42"
"SELANGOR",2010," 51","178"
"WPKL/PUTRAJAYA",2010," 51","39"
"N.SEMBILAN",2010," 51","7"
"MELAKA",2010," 51","23"
"JOHOR",2010," 51","45"
"PAHANG",2010," 51","42"
"TERENGGANU",2010," 51","23"
"KELANTAN",2010," 51","22"
"SARAWAK",2010," 51","30"
"SABAH",2010," 51","13"
"LABUAN",2010," 51","0"
"MALAYSIA",2010," 51","519"
"PERLIS",2011," 51","3"
"KEDAH",2011," 51","11"
"PULAU PINANG",2011," 51","22"
"PERAK",2011," 51","33"
"SELANGOR",2011," 51","194"
"WPKL/PUTRAJAYA",2011," 51","39"
"N.SEMBILAN",2011," 51","10"
"MELAKA",2011," 51","16"
"JOHOR",2011," 51","32"
"PAHANG",2011," 51","15"
"TERENGGANU",2011," 51","13"
"KELANTAN",2011," 51","16"
"SARAWAK",2011," 51","18"
"SABAH",2011," 51","7"
"LABUAN",2011," 51","0"
